agreement	disagreement	number	subject_index	verb_index	completed
De vrouw naast Mary bekritiseert	De vrouw naast Mary bekritiseren	singular	1	4	De vrouw naast Mary bekritiseert de persoon.
De vrouw naast Mary inspireert	De vrouw naast Mary inspireren	singular	1	4	De vrouw naast Mary inspireert de persoon.
De vrouw naast Mary vermijdt	De vrouw naast Mary vermijden	singular	1	4	De vrouw naast Mary vermijdt de persoon.
De vrouw naast Mary observeert	De vrouw naast Mary observeren	singular	1	4	De vrouw naast Mary observeert de persoon.
De vrouw naast Mary groet	De vrouw naast Mary groeten	singular	1	4	De vrouw naast Mary groet de persoon.
De vrouw naast Mary onthoudt	De vrouw naast Mary onthouden	singular	1	4	De vrouw naast Mary onthoudt de persoon.
De vrouw naast Mary kent	De vrouw naast Mary kennen	singular	1	4	De vrouw naast Mary kent de persoon.
De vrouw achter Barbara bewondert	De vrouw achter Barbara bewonderen	singular	1	4	De vrouw achter Barbara bewondert de persoon.
De vrouw achter Barbara stimuleert	De vrouw achter Barbara stimuleren	singular	1	4	De vrouw achter Barbara stimuleert de persoon.
De vrouw achter Barbara ontmoedigt	De vrouw achter Barbara ontmoedigen	singular	1	4	De vrouw achter Barbara ontmoedigt de persoon.
De vrouw achter Barbara begrijpt	De vrouw achter Barbara begrijpen	singular	1	4	De vrouw achter Barbara begrijpt de persoon.
De vrouw achter Barbara verwart	De vrouw achter Barbara verwarren	singular	1	4	De vrouw achter Barbara verwart de persoon.
De vrouw achter Barbara bemoedigt	De vrouw achter Barbara bemoedigen	singular	1	4	De vrouw achter Barbara bemoedigt de persoon.
De vrouw achter Barbara bekritiseert	De vrouw achter Barbara bekritiseren	singular	1	4	De vrouw achter Barbara bekritiseert de persoon.
De vrouw achter Barbara inspireert	De vrouw achter Barbara inspireren	singular	1	4	De vrouw achter Barbara inspireert de persoon.
De vrouw achter Barbara vermijdt	De vrouw achter Barbara vermijden	singular	1	4	De vrouw achter Barbara vermijdt de persoon.
De vrouw achter Barbara observeert	De vrouw achter Barbara observeren	singular	1	4	De vrouw achter Barbara observeert de persoon.
De vrouw achter Barbara groet	De vrouw achter Barbara groeten	singular	1	4	De vrouw achter Barbara groet de persoon.
De vrouw achter Barbara onthoudt	De vrouw achter Barbara onthouden	singular	1	4	De vrouw achter Barbara onthoudt de persoon.
De vrouw achter Barbara kent	De vrouw achter Barbara kennen	singular	1	4	De vrouw achter Barbara kent de persoon.
De vrouw achter Pat bewondert	De vrouw achter Pat bewonderen	singular	1	4	De vrouw achter Pat bewondert de persoon.
De vrouw achter Pat stimuleert	De vrouw achter Pat stimuleren	singular	1	4	De vrouw achter Pat stimuleert de persoon.
De vrouw achter Pat ontmoedigt	De vrouw achter Pat ontmoedigen	singular	1	4	De vrouw achter Pat ontmoedigt de persoon.
De vrouw achter Pat begrijpt	De vrouw achter Pat begrijpen	singular	1	4	De vrouw achter Pat begrijpt de persoon.
De vrouw achter Pat verwart	De vrouw achter Pat verwarren	singular	1	4	De vrouw achter Pat verwart de persoon.
De vrouw achter Pat bemoedigt	De vrouw achter Pat bemoedigen	singular	1	4	De vrouw achter Pat bemoedigt de persoon.
De vrouw achter Pat bekritiseert	De vrouw achter Pat bekritiseren	singular	1	4	De vrouw achter Pat bekritiseert de persoon.
De vrouw achter Pat inspireert	De vrouw achter Pat inspireren	singular	1	4	De vrouw achter Pat inspireert de persoon.
De vrouw achter Pat vermijdt	De vrouw achter Pat vermijden	singular	1	4	De vrouw achter Pat vermijdt de persoon.
De vrouw achter Pat observeert	De vrouw achter Pat observeren	singular	1	4	De vrouw achter Pat observeert de persoon.
De vrouw achter Pat groet	De vrouw achter Pat groeten	singular	1	4	De vrouw achter Pat groet de persoon.
De vrouw achter Pat onthoudt	De vrouw achter Pat onthouden	singular	1	4	De vrouw achter Pat onthoudt de persoon.
De vrouw achter Pat kent	De vrouw achter Pat kennen	singular	1	4	De vrouw achter Pat kent de persoon.
De vrouw achter Bill bewondert	De vrouw achter Bill bewonderen	singular	1	4	De vrouw achter Bill bewondert de persoon.
De vrouw achter Bill stimuleert	De vrouw achter Bill stimuleren	singular	1	4	De vrouw achter Bill stimuleert de persoon.
De vrouw achter Bill ontmoedigt	De vrouw achter Bill ontmoedigen	singular	1	4	De vrouw achter Bill ontmoedigt de persoon.
De vrouw achter Bill begrijpt	De vrouw achter Bill begrijpen	singular	1	4	De vrouw achter Bill begrijpt de persoon.
De vrouw achter Bill verwart	De vrouw achter Bill verwarren	singular	1	4	De vrouw achter Bill verwart de persoon.
De vrouw achter Bill bemoedigt	De vrouw achter Bill bemoedigen	singular	1	4	De vrouw achter Bill bemoedigt de persoon.
De vrouw achter Bill bekritiseert	De vrouw achter Bill bekritiseren	singular	1	4	De vrouw achter Bill bekritiseert de persoon.
De vrouw achter Bill inspireert	De vrouw achter Bill inspireren	singular	1	4	De vrouw achter Bill inspireert de persoon.
De vrouw achter Bill vermijdt	De vrouw achter Bill vermijden	singular	1	4	De vrouw achter Bill vermijdt de persoon.
De vrouw achter Bill observeert	De vrouw achter Bill observeren	singular	1	4	De vrouw achter Bill observeert de persoon.
De vrouw achter Bill groet	De vrouw achter Bill groeten	singular	1	4	De vrouw achter Bill groet de persoon.
De vrouw achter Bill onthoudt	De vrouw achter Bill onthouden	singular	1	4	De vrouw achter Bill onthoudt de persoon.
De vrouw achter Bill kent	De vrouw achter Bill kennen	singular	1	4	De vrouw achter Bill kent de persoon.
De vrouw achter Bob bewondert	De vrouw achter Bob bewonderen	singular	1	4	De vrouw achter Bob bewondert de persoon.
De vrouw achter Bob stimuleert	De vrouw achter Bob stimuleren	singular	1	4	De vrouw achter Bob stimuleert de persoon.
De vrouw achter Bob ontmoedigt	De vrouw achter Bob ontmoedigen	singular	1	4	De vrouw achter Bob ontmoedigt de persoon.
De vrouw achter Bob begrijpt	De vrouw achter Bob begrijpen	singular	1	4	De vrouw achter Bob begrijpt de persoon.
De vrouw achter Bob verwart	De vrouw achter Bob verwarren	singular	1	4	De vrouw achter Bob verwart de persoon.
De vrouw achter Bob bemoedigt	De vrouw achter Bob bemoedigen	singular	1	4	De vrouw achter Bob bemoedigt de persoon.
De vrouw achter Bob bekritiseert	De vrouw achter Bob bekritiseren	singular	1	4	De vrouw achter Bob bekritiseert de persoon.
De vrouw achter Bob inspireert	De vrouw achter Bob inspireren	singular	1	4	De vrouw achter Bob inspireert de persoon.
De vrouw achter Bob vermijdt	De vrouw achter Bob vermijden	singular	1	4	De vrouw achter Bob vermijdt de persoon.
De vrouw achter Bob observeert	De vrouw achter Bob observeren	singular	1	4	De vrouw achter Bob observeert de persoon.
De vrouw achter Bob groet	De vrouw achter Bob groeten	singular	1	4	De vrouw achter Bob groet de persoon.
De vrouw achter Bob onthoudt	De vrouw achter Bob onthouden	singular	1	4	De vrouw achter Bob onthoudt de persoon.
De vrouw achter Bob kent	De vrouw achter Bob kennen	singular	1	4	De vrouw achter Bob kent de persoon.
De vrouw achter Sue bewondert	De vrouw achter Sue bewonderen	singular	1	4	De vrouw achter Sue bewondert de persoon.
De vrouw achter Sue stimuleert	De vrouw achter Sue stimuleren	singular	1	4	De vrouw achter Sue stimuleert de persoon.
De vrouw achter Sue ontmoedigt	De vrouw achter Sue ontmoedigen	singular	1	4	De vrouw achter Sue ontmoedigt de persoon.
De vrouw achter Sue begrijpt	De vrouw achter Sue begrijpen	singular	1	4	De vrouw achter Sue begrijpt de persoon.
De vrouw achter Sue verwart	De vrouw achter Sue verwarren	singular	1	4	De vrouw achter Sue verwart de persoon.
De vrouw achter Sue bemoedigt	De vrouw achter Sue bemoedigen	singular	1	4	De vrouw achter Sue bemoedigt de persoon.
De vrouw achter Sue bekritiseert	De vrouw achter Sue bekritiseren	singular	1	4	De vrouw achter Sue bekritiseert de persoon.
De vrouw achter Sue inspireert	De vrouw achter Sue inspireren	singular	1	4	De vrouw achter Sue inspireert de persoon.
De vrouw achter Sue vermijdt	De vrouw achter Sue vermijden	singular	1	4	De vrouw achter Sue vermijdt de persoon.
De vrouw achter Sue observeert	De vrouw achter Sue observeren	singular	1	4	De vrouw achter Sue observeert de persoon.
De vrouw achter Sue groet	De vrouw achter Sue groeten	singular	1	4	De vrouw achter Sue groet de persoon.
De vrouw achter Sue onthoudt	De vrouw achter Sue onthouden	singular	1	4	De vrouw achter Sue onthoudt de persoon.
De vrouw achter Sue kent	De vrouw achter Sue kennen	singular	1	4	De vrouw achter Sue kent de persoon.
De vrouw achter Mary bewondert	De vrouw achter Mary bewonderen	singular	1	4	De vrouw achter Mary bewondert de persoon.
De vrouw achter Mary stimuleert	De vrouw achter Mary stimuleren	singular	1	4	De vrouw achter Mary stimuleert de persoon.
De vrouw achter Mary ontmoedigt	De vrouw achter Mary ontmoedigen	singular	1	4	De vrouw achter Mary ontmoedigt de persoon.
De vrouw achter Mary begrijpt	De vrouw achter Mary begrijpen	singular	1	4	De vrouw achter Mary begrijpt de persoon.
De vrouw achter Mary verwart	De vrouw achter Mary verwarren	singular	1	4	De vrouw achter Mary verwart de persoon.
De vrouw achter Mary bemoedigt	De vrouw achter Mary bemoedigen	singular	1	4	De vrouw achter Mary bemoedigt de persoon.
De vrouw achter Mary bekritiseert	De vrouw achter Mary bekritiseren	singular	1	4	De vrouw achter Mary bekritiseert de persoon.
De vrouw achter Mary inspireert	De vrouw achter Mary inspireren	singular	1	4	De vrouw achter Mary inspireert de persoon.
De vrouw achter Mary vermijdt	De vrouw achter Mary vermijden	singular	1	4	De vrouw achter Mary vermijdt de persoon.
De vrouw achter Mary observeert	De vrouw achter Mary observeren	singular	1	4	De vrouw achter Mary observeert de persoon.
De vrouw achter Mary groet	De vrouw achter Mary groeten	singular	1	4	De vrouw achter Mary groet de persoon.
De vrouw achter Mary onthoudt	De vrouw achter Mary onthouden	singular	1	4	De vrouw achter Mary onthoudt de persoon.
De vrouw achter Mary kent	De vrouw achter Mary kennen	singular	1	4	De vrouw achter Mary kent de persoon.
De vrouw onder Barbara bewondert	De vrouw onder Barbara bewonderen	singular	1	4	De vrouw onder Barbara bewondert de persoon.
De vrouw onder Barbara stimuleert	De vrouw onder Barbara stimuleren	singular	1	4	De vrouw onder Barbara stimuleert de persoon.
De vrouw onder Barbara ontmoedigt	De vrouw onder Barbara ontmoedigen	singular	1	4	De vrouw onder Barbara ontmoedigt de persoon.
De vrouw onder Barbara begrijpt	De vrouw onder Barbara begrijpen	singular	1	4	De vrouw onder Barbara begrijpt de persoon.
De vrouw onder Barbara verwart	De vrouw onder Barbara verwarren	singular	1	4	De vrouw onder Barbara verwart de persoon.
De vrouw onder Barbara bemoedigt	De vrouw onder Barbara bemoedigen	singular	1	4	De vrouw onder Barbara bemoedigt de persoon.
De vrouw onder Barbara bekritiseert	De vrouw onder Barbara bekritiseren	singular	1	4	De vrouw onder Barbara bekritiseert de persoon.
De vrouw onder Barbara inspireert	De vrouw onder Barbara inspireren	singular	1	4	De vrouw onder Barbara inspireert de persoon.
De vrouw onder Barbara vermijdt	De vrouw onder Barbara vermijden	singular	1	4	De vrouw onder Barbara vermijdt de persoon.
De vrouw onder Barbara observeert	De vrouw onder Barbara observeren	singular	1	4	De vrouw onder Barbara observeert de persoon.
De vrouw onder Barbara groet	De vrouw onder Barbara groeten	singular	1	4	De vrouw onder Barbara groet de persoon.
De vrouw onder Barbara onthoudt	De vrouw onder Barbara onthouden	singular	1	4	De vrouw onder Barbara onthoudt de persoon.
De vrouw onder Barbara kent	De vrouw onder Barbara kennen	singular	1	4	De vrouw onder Barbara kent de persoon.
De vrouw onder Pat bewondert	De vrouw onder Pat bewonderen	singular	1	4	De vrouw onder Pat bewondert de persoon.
De vrouw onder Pat stimuleert	De vrouw onder Pat stimuleren	singular	1	4	De vrouw onder Pat stimuleert de persoon.
De vrouw onder Pat ontmoedigt	De vrouw onder Pat ontmoedigen	singular	1	4	De vrouw onder Pat ontmoedigt de persoon.
De vrouw onder Pat begrijpt	De vrouw onder Pat begrijpen	singular	1	4	De vrouw onder Pat begrijpt de persoon.
De vrouw onder Pat verwart	De vrouw onder Pat verwarren	singular	1	4	De vrouw onder Pat verwart de persoon.
De vrouw onder Pat bemoedigt	De vrouw onder Pat bemoedigen	singular	1	4	De vrouw onder Pat bemoedigt de persoon.
De vrouw onder Pat bekritiseert	De vrouw onder Pat bekritiseren	singular	1	4	De vrouw onder Pat bekritiseert de persoon.
De vrouw onder Pat inspireert	De vrouw onder Pat inspireren	singular	1	4	De vrouw onder Pat inspireert de persoon.
De vrouw onder Pat vermijdt	De vrouw onder Pat vermijden	singular	1	4	De vrouw onder Pat vermijdt de persoon.
De vrouw onder Pat observeert	De vrouw onder Pat observeren	singular	1	4	De vrouw onder Pat observeert de persoon.
De vrouw onder Pat groet	De vrouw onder Pat groeten	singular	1	4	De vrouw onder Pat groet de persoon.
De vrouw onder Pat onthoudt	De vrouw onder Pat onthouden	singular	1	4	De vrouw onder Pat onthoudt de persoon.
De vrouw onder Pat kent	De vrouw onder Pat kennen	singular	1	4	De vrouw onder Pat kent de persoon.
De vrouw onder Bill bewondert	De vrouw onder Bill bewonderen	singular	1	4	De vrouw onder Bill bewondert de persoon.
De vrouw onder Bill stimuleert	De vrouw onder Bill stimuleren	singular	1	4	De vrouw onder Bill stimuleert de persoon.
De vrouw onder Bill ontmoedigt	De vrouw onder Bill ontmoedigen	singular	1	4	De vrouw onder Bill ontmoedigt de persoon.
De vrouw onder Bill begrijpt	De vrouw onder Bill begrijpen	singular	1	4	De vrouw onder Bill begrijpt de persoon.
De vrouw onder Bill verwart	De vrouw onder Bill verwarren	singular	1	4	De vrouw onder Bill verwart de persoon.
De vrouw onder Bill bemoedigt	De vrouw onder Bill bemoedigen	singular	1	4	De vrouw onder Bill bemoedigt de persoon.
De vrouw onder Bill bekritiseert	De vrouw onder Bill bekritiseren	singular	1	4	De vrouw onder Bill bekritiseert de persoon.
De vrouw onder Bill inspireert	De vrouw onder Bill inspireren	singular	1	4	De vrouw onder Bill inspireert de persoon.
De vrouw onder Bill vermijdt	De vrouw onder Bill vermijden	singular	1	4	De vrouw onder Bill vermijdt de persoon.
De vrouw onder Bill observeert	De vrouw onder Bill observeren	singular	1	4	De vrouw onder Bill observeert de persoon.
De vrouw onder Bill groet	De vrouw onder Bill groeten	singular	1	4	De vrouw onder Bill groet de persoon.
De vrouw onder Bill onthoudt	De vrouw onder Bill onthouden	singular	1	4	De vrouw onder Bill onthoudt de persoon.
De vrouw onder Bill kent	De vrouw onder Bill kennen	singular	1	4	De vrouw onder Bill kent de persoon.
De vrouw onder Bob bewondert	De vrouw onder Bob bewonderen	singular	1	4	De vrouw onder Bob bewondert de persoon.
De vrouw onder Bob stimuleert	De vrouw onder Bob stimuleren	singular	1	4	De vrouw onder Bob stimuleert de persoon.
De vrouw onder Bob ontmoedigt	De vrouw onder Bob ontmoedigen	singular	1	4	De vrouw onder Bob ontmoedigt de persoon.
De vrouw onder Bob begrijpt	De vrouw onder Bob begrijpen	singular	1	4	De vrouw onder Bob begrijpt de persoon.
De vrouw onder Bob verwart	De vrouw onder Bob verwarren	singular	1	4	De vrouw onder Bob verwart de persoon.
De vrouw onder Bob bemoedigt	De vrouw onder Bob bemoedigen	singular	1	4	De vrouw onder Bob bemoedigt de persoon.
De vrouw onder Bob bekritiseert	De vrouw onder Bob bekritiseren	singular	1	4	De vrouw onder Bob bekritiseert de persoon.
De vrouw onder Bob inspireert	De vrouw onder Bob inspireren	singular	1	4	De vrouw onder Bob inspireert de persoon.
De vrouw onder Bob vermijdt	De vrouw onder Bob vermijden	singular	1	4	De vrouw onder Bob vermijdt de persoon.
De vrouw onder Bob observeert	De vrouw onder Bob observeren	singular	1	4	De vrouw onder Bob observeert de persoon.
De vrouw onder Bob groet	De vrouw onder Bob groeten	singular	1	4	De vrouw onder Bob groet de persoon.
De vrouw onder Bob onthoudt	De vrouw onder Bob onthouden	singular	1	4	De vrouw onder Bob onthoudt de persoon.
De vrouw onder Bob kent	De vrouw onder Bob kennen	singular	1	4	De vrouw onder Bob kent de persoon.
De vrouw onder Sue bewondert	De vrouw onder Sue bewonderen	singular	1	4	De vrouw onder Sue bewondert de persoon.
De vrouw onder Sue stimuleert	De vrouw onder Sue stimuleren	singular	1	4	De vrouw onder Sue stimuleert de persoon.
De vrouw onder Sue ontmoedigt	De vrouw onder Sue ontmoedigen	singular	1	4	De vrouw onder Sue ontmoedigt de persoon.
De vrouw onder Sue begrijpt	De vrouw onder Sue begrijpen	singular	1	4	De vrouw onder Sue begrijpt de persoon.
De vrouw onder Sue verwart	De vrouw onder Sue verwarren	singular	1	4	De vrouw onder Sue verwart de persoon.
De vrouw onder Sue bemoedigt	De vrouw onder Sue bemoedigen	singular	1	4	De vrouw onder Sue bemoedigt de persoon.
De vrouw onder Sue bekritiseert	De vrouw onder Sue bekritiseren	singular	1	4	De vrouw onder Sue bekritiseert de persoon.
De vrouw onder Sue inspireert	De vrouw onder Sue inspireren	singular	1	4	De vrouw onder Sue inspireert de persoon.
De vrouw onder Sue vermijdt	De vrouw onder Sue vermijden	singular	1	4	De vrouw onder Sue vermijdt de persoon.
De vrouw onder Sue observeert	De vrouw onder Sue observeren	singular	1	4	De vrouw onder Sue observeert de persoon.
De vrouw onder Sue groet	De vrouw onder Sue groeten	singular	1	4	De vrouw onder Sue groet de persoon.
De vrouw onder Sue onthoudt	De vrouw onder Sue onthouden	singular	1	4	De vrouw onder Sue onthoudt de persoon.
De vrouw onder Sue kent	De vrouw onder Sue kennen	singular	1	4	De vrouw onder Sue kent de persoon.
De vrouw onder Mary bewondert	De vrouw onder Mary bewonderen	singular	1	4	De vrouw onder Mary bewondert de persoon.
De vrouw onder Mary stimuleert	De vrouw onder Mary stimuleren	singular	1	4	De vrouw onder Mary stimuleert de persoon.
De vrouw onder Mary ontmoedigt	De vrouw onder Mary ontmoedigen	singular	1	4	De vrouw onder Mary ontmoedigt de persoon.
De vrouw onder Mary begrijpt	De vrouw onder Mary begrijpen	singular	1	4	De vrouw onder Mary begrijpt de persoon.
De vrouw onder Mary verwart	De vrouw onder Mary verwarren	singular	1	4	De vrouw onder Mary verwart de persoon.
De vrouw onder Mary bemoedigt	De vrouw onder Mary bemoedigen	singular	1	4	De vrouw onder Mary bemoedigt de persoon.
De vrouw onder Mary bekritiseert	De vrouw onder Mary bekritiseren	singular	1	4	De vrouw onder Mary bekritiseert de persoon.
De vrouw onder Mary inspireert	De vrouw onder Mary inspireren	singular	1	4	De vrouw onder Mary inspireert de persoon.
De vrouw onder Mary vermijdt	De vrouw onder Mary vermijden	singular	1	4	De vrouw onder Mary vermijdt de persoon.
De vrouw onder Mary observeert	De vrouw onder Mary observeren	singular	1	4	De vrouw onder Mary observeert de persoon.
De vrouw onder Mary groet	De vrouw onder Mary groeten	singular	1	4	De vrouw onder Mary groet de persoon.
De vrouw onder Mary onthoudt	De vrouw onder Mary onthouden	singular	1	4	De vrouw onder Mary onthoudt de persoon.
De vrouw onder Mary kent	De vrouw onder Mary kennen	singular	1	4	De vrouw onder Mary kent de persoon.
De vrouw nabij Barbara bewondert	De vrouw nabij Barbara bewonderen	singular	1	4	De vrouw nabij Barbara bewondert de persoon.
De vrouw nabij Barbara stimuleert	De vrouw nabij Barbara stimuleren	singular	1	4	De vrouw nabij Barbara stimuleert de persoon.
De vrouw nabij Barbara ontmoedigt	De vrouw nabij Barbara ontmoedigen	singular	1	4	De vrouw nabij Barbara ontmoedigt de persoon.
De vrouw nabij Barbara begrijpt	De vrouw nabij Barbara begrijpen	singular	1	4	De vrouw nabij Barbara begrijpt de persoon.
De vrouw nabij Barbara verwart	De vrouw nabij Barbara verwarren	singular	1	4	De vrouw nabij Barbara verwart de persoon.
De vrouw nabij Barbara bemoedigt	De vrouw nabij Barbara bemoedigen	singular	1	4	De vrouw nabij Barbara bemoedigt de persoon.
De vrouw nabij Barbara bekritiseert	De vrouw nabij Barbara bekritiseren	singular	1	4	De vrouw nabij Barbara bekritiseert de persoon.
De vrouw nabij Barbara inspireert	De vrouw nabij Barbara inspireren	singular	1	4	De vrouw nabij Barbara inspireert de persoon.
De vrouw nabij Barbara vermijdt	De vrouw nabij Barbara vermijden	singular	1	4	De vrouw nabij Barbara vermijdt de persoon.
De vrouw nabij Barbara observeert	De vrouw nabij Barbara observeren	singular	1	4	De vrouw nabij Barbara observeert de persoon.
De vrouw nabij Barbara groet	De vrouw nabij Barbara groeten	singular	1	4	De vrouw nabij Barbara groet de persoon.
De vrouw nabij Barbara onthoudt	De vrouw nabij Barbara onthouden	singular	1	4	De vrouw nabij Barbara onthoudt de persoon.
De vrouw nabij Barbara kent	De vrouw nabij Barbara kennen	singular	1	4	De vrouw nabij Barbara kent de persoon.
De vrouw nabij Pat bewondert	De vrouw nabij Pat bewonderen	singular	1	4	De vrouw nabij Pat bewondert de persoon.
De vrouw nabij Pat stimuleert	De vrouw nabij Pat stimuleren	singular	1	4	De vrouw nabij Pat stimuleert de persoon.
De vrouw nabij Pat ontmoedigt	De vrouw nabij Pat ontmoedigen	singular	1	4	De vrouw nabij Pat ontmoedigt de persoon.
De vrouw nabij Pat begrijpt	De vrouw nabij Pat begrijpen	singular	1	4	De vrouw nabij Pat begrijpt de persoon.
De vrouw nabij Pat verwart	De vrouw nabij Pat verwarren	singular	1	4	De vrouw nabij Pat verwart de persoon.
De vrouw nabij Pat bemoedigt	De vrouw nabij Pat bemoedigen	singular	1	4	De vrouw nabij Pat bemoedigt de persoon.
De vrouw nabij Pat bekritiseert	De vrouw nabij Pat bekritiseren	singular	1	4	De vrouw nabij Pat bekritiseert de persoon.
De vrouw nabij Pat inspireert	De vrouw nabij Pat inspireren	singular	1	4	De vrouw nabij Pat inspireert de persoon.
De vrouw nabij Pat vermijdt	De vrouw nabij Pat vermijden	singular	1	4	De vrouw nabij Pat vermijdt de persoon.
De vrouw nabij Pat observeert	De vrouw nabij Pat observeren	singular	1	4	De vrouw nabij Pat observeert de persoon.
De vrouw nabij Pat groet	De vrouw nabij Pat groeten	singular	1	4	De vrouw nabij Pat groet de persoon.
De vrouw nabij Pat onthoudt	De vrouw nabij Pat onthouden	singular	1	4	De vrouw nabij Pat onthoudt de persoon.
De vrouw nabij Pat kent	De vrouw nabij Pat kennen	singular	1	4	De vrouw nabij Pat kent de persoon.
De vrouw nabij Bill bewondert	De vrouw nabij Bill bewonderen	singular	1	4	De vrouw nabij Bill bewondert de persoon.
De vrouw nabij Bill stimuleert	De vrouw nabij Bill stimuleren	singular	1	4	De vrouw nabij Bill stimuleert de persoon.
De vrouw nabij Bill ontmoedigt	De vrouw nabij Bill ontmoedigen	singular	1	4	De vrouw nabij Bill ontmoedigt de persoon.
De vrouw nabij Bill begrijpt	De vrouw nabij Bill begrijpen	singular	1	4	De vrouw nabij Bill begrijpt de persoon.
De vrouw nabij Bill verwart	De vrouw nabij Bill verwarren	singular	1	4	De vrouw nabij Bill verwart de persoon.
De vrouw nabij Bill bemoedigt	De vrouw nabij Bill bemoedigen	singular	1	4	De vrouw nabij Bill bemoedigt de persoon.
De vrouw nabij Bill bekritiseert	De vrouw nabij Bill bekritiseren	singular	1	4	De vrouw nabij Bill bekritiseert de persoon.
De vrouw nabij Bill inspireert	De vrouw nabij Bill inspireren	singular	1	4	De vrouw nabij Bill inspireert de persoon.
De vrouw nabij Bill vermijdt	De vrouw nabij Bill vermijden	singular	1	4	De vrouw nabij Bill vermijdt de persoon.
De vrouw nabij Bill observeert	De vrouw nabij Bill observeren	singular	1	4	De vrouw nabij Bill observeert de persoon.
De vrouw nabij Bill groet	De vrouw nabij Bill groeten	singular	1	4	De vrouw nabij Bill groet de persoon.
De vrouw nabij Bill onthoudt	De vrouw nabij Bill onthouden	singular	1	4	De vrouw nabij Bill onthoudt de persoon.
De vrouw nabij Bill kent	De vrouw nabij Bill kennen	singular	1	4	De vrouw nabij Bill kent de persoon.
De vrouw nabij Bob bewondert	De vrouw nabij Bob bewonderen	singular	1	4	De vrouw nabij Bob bewondert de persoon.
De vrouw nabij Bob stimuleert	De vrouw nabij Bob stimuleren	singular	1	4	De vrouw nabij Bob stimuleert de persoon.
De vrouw nabij Bob ontmoedigt	De vrouw nabij Bob ontmoedigen	singular	1	4	De vrouw nabij Bob ontmoedigt de persoon.
De vrouw nabij Bob begrijpt	De vrouw nabij Bob begrijpen	singular	1	4	De vrouw nabij Bob begrijpt de persoon.
De vrouw nabij Bob verwart	De vrouw nabij Bob verwarren	singular	1	4	De vrouw nabij Bob verwart de persoon.
De vrouw nabij Bob bemoedigt	De vrouw nabij Bob bemoedigen	singular	1	4	De vrouw nabij Bob bemoedigt de persoon.
De vrouw nabij Bob bekritiseert	De vrouw nabij Bob bekritiseren	singular	1	4	De vrouw nabij Bob bekritiseert de persoon.
De vrouw nabij Bob inspireert	De vrouw nabij Bob inspireren	singular	1	4	De vrouw nabij Bob inspireert de persoon.
De vrouw nabij Bob vermijdt	De vrouw nabij Bob vermijden	singular	1	4	De vrouw nabij Bob vermijdt de persoon.
De vrouw nabij Bob observeert	De vrouw nabij Bob observeren	singular	1	4	De vrouw nabij Bob observeert de persoon.
De vrouw nabij Bob groet	De vrouw nabij Bob groeten	singular	1	4	De vrouw nabij Bob groet de persoon.
De vrouw nabij Bob onthoudt	De vrouw nabij Bob onthouden	singular	1	4	De vrouw nabij Bob onthoudt de persoon.
De vrouw nabij Bob kent	De vrouw nabij Bob kennen	singular	1	4	De vrouw nabij Bob kent de persoon.
De vrouw nabij Sue bewondert	De vrouw nabij Sue bewonderen	singular	1	4	De vrouw nabij Sue bewondert de persoon.
De vrouw nabij Sue stimuleert	De vrouw nabij Sue stimuleren	singular	1	4	De vrouw nabij Sue stimuleert de persoon.
De vrouw nabij Sue ontmoedigt	De vrouw nabij Sue ontmoedigen	singular	1	4	De vrouw nabij Sue ontmoedigt de persoon.
De vrouw nabij Sue begrijpt	De vrouw nabij Sue begrijpen	singular	1	4	De vrouw nabij Sue begrijpt de persoon.
De vrouw nabij Sue verwart	De vrouw nabij Sue verwarren	singular	1	4	De vrouw nabij Sue verwart de persoon.
De vrouw nabij Sue bemoedigt	De vrouw nabij Sue bemoedigen	singular	1	4	De vrouw nabij Sue bemoedigt de persoon.
De vrouw nabij Sue bekritiseert	De vrouw nabij Sue bekritiseren	singular	1	4	De vrouw nabij Sue bekritiseert de persoon.
De vrouw nabij Sue inspireert	De vrouw nabij Sue inspireren	singular	1	4	De vrouw nabij Sue inspireert de persoon.
De vrouw nabij Sue vermijdt	De vrouw nabij Sue vermijden	singular	1	4	De vrouw nabij Sue vermijdt de persoon.
De vrouw nabij Sue observeert	De vrouw nabij Sue observeren	singular	1	4	De vrouw nabij Sue observeert de persoon.
De vrouw nabij Sue groet	De vrouw nabij Sue groeten	singular	1	4	De vrouw nabij Sue groet de persoon.
De vrouw nabij Sue onthoudt	De vrouw nabij Sue onthouden	singular	1	4	De vrouw nabij Sue onthoudt de persoon.
De vrouw nabij Sue kent	De vrouw nabij Sue kennen	singular	1	4	De vrouw nabij Sue kent de persoon.
De vrouw nabij Mary bewondert	De vrouw nabij Mary bewonderen	singular	1	4	De vrouw nabij Mary bewondert de persoon.
De vrouw nabij Mary stimuleert	De vrouw nabij Mary stimuleren	singular	1	4	De vrouw nabij Mary stimuleert de persoon.
De vrouw nabij Mary ontmoedigt	De vrouw nabij Mary ontmoedigen	singular	1	4	De vrouw nabij Mary ontmoedigt de persoon.
De vrouw nabij Mary begrijpt	De vrouw nabij Mary begrijpen	singular	1	4	De vrouw nabij Mary begrijpt de persoon.
De vrouw nabij Mary verwart	De vrouw nabij Mary verwarren	singular	1	4	De vrouw nabij Mary verwart de persoon.
De vrouw nabij Mary bemoedigt	De vrouw nabij Mary bemoedigen	singular	1	4	De vrouw nabij Mary bemoedigt de persoon.
